symbol,name,sector
CCA,Change Financial Limited,Financials
RYZ,Ryzon Materials Limited,Materials
NTD,NTAW Holdings Limited,Consumer Discretionary
DME,Dome Gold Mines Limited,Materials
AGD,Austral Gold Limited,Materials
WCN,White Cliff Minerals Limited,Materials
LTP,LTR Pharma Limited,Health Care
IIQ,INOVIQ Ltd,Health Care
HAR,Haranga Resources Limited,Materials
HLTH,VanEck Global Healthcare Leaders ETF,Unclassified
AQN,Aquirian Limited,Industrials
ZNC,Zenith Minerals Limited,Materials
WRLD,BetaShares Managed Risk Global Share Fund (managed fund),Unclassified
SNT,Syntara Limited,Health Care
COV,Cleo Diagnostics Limited,Health Care
JLL,Jindalee Lithium Limited,Materials
GCM,Green Critical Minerals Limited,Materials
AI1,Adisyn Ltd,Information Technology
ISLM,Hejaz Equities Fund (Managed Fund),Unclassified
VHL,Vitasora Health Limited,Health Care
AGC,Australian Gold and Copper Ltd,Materials
TIP,Teaminvest Private Group Limited,Financials
TDO,3D Energi Limited,Energy
BCOM,Global X Bloomberg Commodity ETF (Synthetic),Unclassified
RTG,RTG Mining Inc.,Materials
WZR,Wisr Limited,Financials
NXM,Nexus Minerals Limited,Materials
JGH,Jade Gas Holdings Limited,Energy
AR9,archTIS Limited,Information Technology
MAP,Microba Life Sciences Limited,Health Care
CTP,Central Petroleum Limited,Energy
DUB,Dubber Corporation Limited,Information Technology
NGE,NGE Capital Limited,Financials
PTX,Prescient Therapeutics Limited,Health Care
LSGE,Loomis Sayles Global Equity Fund,Unclassified
NSB,Neuroscientific Biopharmaceuticals Limited,Health Care
HGEN,Global X Hydrogen ETF,Unclassified
FLG,Flagship Minerals Limited,Materials
IMPQ,eInvest Future Impact Small Caps Fund,Unclassified
MHOT,VanEck Morningstar Wide Moat (AUD Hedged) ETF,Unclassified
RNT,Rent.com.au Limited,Communication Services
ABV,Advanced Braking Technology Limited,Consumer Discretionary
IBC,Ironbark Capital Limited,Financials
SEN,Senetas Corporation Limited,Information Technology
LLM,Loyal Metals Limited,Materials
SFX,Sheffield Resources Limited,Materials
SVG,Savannah Goldfields Limited,Materials
NMT,Neometals Limited,Materials
CKA,Cokal Limited,Materials
KNB,Koonenberry Gold Limited,Materials
CBE,Cobre Limited,Materials
CLDD,BetaShares Cloud Computing ETF,Unclassified
NXS,Next Science Limited,Health Care
KAT,Katana Capital Limited,Financials
ADO,AnteoTech Ltd,Materials
S2R,S2 Resources Ltd,Materials
ARD,Argent Minerals Limited,Materials
QFE,QuickFee Limited,Financials
KZR,Kalamazoo Resources Limited,Materials
GAL,Galileo Mining Limited,Materials
LEX,Lefroy Exploration Limited,Materials
EMD,Emyria Limited,Health Care
TVL,Touch Ventures Limited,Financials
WAG,The Australian Wealth Advisors Group Limited,Financials
WCE,West Coast Silver Limited,Materials
WWG,Wiseway Group Limited,Industrials
BOND,SPDR S&P/ASX Australian Bond Fund,Unclassified
GT3,Green360 Technologies Limited,Materials
WGR,Western Gold Resources Limited,Materials
AVG,Australian Vintage Limited,Consumer Staples
NGY,NuEnergy Gas Limited,Energy
HVLU,VanEck MSCI International Value (AUD Hedged) ETF,Unclassified
VML,Vital Metals Limited,Materials
GBE,Globe Metals & Mining Limited,Materials
GFL,Global Masters Fund Limited,Financials
VNGS,Vaughan Nelson Global Equity SMID Fund (Quoted Managed Fund),Unclassified
EDC,Eildon Capital Limited,Financials
VIT,Vitura Health Limited,Health Care
AHK,Ark Mines Ltd,Materials
LEL,Lithium Energy Limited,Materials
CG1,Carbonxt Group Limited,Materials
OZF,SPDR S&P/ASX 200 Financials EX A-REIT Fund,Unclassified
BWF,Blackwall Limited,Financials
DVDY,VanEck Morningstar Australian Moat Income ETF,Unclassified
UVA,Uvre Limited,Materials
TNC,True North Copper Limited,Materials
ICE,iCetana Limited,Information Technology
LGM,Legacy Minerals Holdings Limited,Materials
XRG,xReality Group Limited,Consumer Discretionary
5GN,5G Networks Limited,Information Technology
CVB,CurveBeam AI Limited,Health Care
JRHG,JPMorgan Global Research Enhanced Index Equity Active ETF (Managed Fund) (Hedged),Unclassified
MYE,Mastermyne Group Limited,Materials
MNB,Minbos Resources Limited,Materials
FPC,Fat Prophets Global Contrarian Fund,Financials
EYE,Nova Eye Medical Limited,Health Care
LGP,Little Green Pharma Ltd,Health Care
REE,RareX Limited,Materials
PPK,PPK Group Limited,Materials
HYLD,Betashares S&P Australian Shares High Yield ETF,Unclassified
GAME,Betashares Video Games and Esports ETF,Unclassified
TIG,Tigers Realm Coal Limited,Materials
KGD,Kula Gold Limited,Materials
VRS,Veris Limited,Industrials
IRD,Iron Road Limited,Materials
CTO,Citigold Corporation Limited,Materials
EAFZ,Ellerston Asia Growth Fund (Hedge Fund),Unclassified
PWN,Parkway Corporate Limited,Materials
MBH,Maggie Beer Holdings Limited,Consumer Staples
BKT,Black Rock Mining Limited,Materials
RIM,Rimfire Pacific Mining Limited,Materials
BRK,Brookside Energy Limited,Energy
DIFF,Perpetual Diversified Income Active ETF,Unclassified
JPR,Jupiter Energy Limited,Energy
FAR,FAR Limited,Energy
CNQ,Clean TeQ Water Limited,Industrials
XMET,BetaShares Energy Transition Metals ETF,Unclassified
MEC,Morphic Ethical Equities Fund,Financials
ROYL,BetaShares Global Royalties ETF,Unclassified
COD,Coda Minerals Ltd,Materials
FRX,Flexiroam Limited,Communication Services
DGH,Desane Group Holdings Limited,Real Estate
GCAP,VanEck Bentham Global Capital Securities Active ETF (Managed Fund),Unclassified
CURE,Global X S&P Biotech ETF,Unclassified
DRGN,Global X China Tech ETF,Unclassified
PL9,Prairie Lithium Limited,Materials
CLA,Celsius Resources Limited,Materials
SIX,Sprintex Limited,Industrials
DES,Desoto Resources Limited,Materials
KP2,Kore Potash Plc,Materials
DEM,De.mem Limited,Utilities
DBBF,BetaShares Ethical Diversified Balanced ETF,Unclassified
AQI,Alicanto Minerals Limited,Materials
CETF,VanEck FTSE China A50 ETF,Unclassified
HMD,HeraMED Limited,Health Care
MPP,Metro Performance Glass,Industrials
AGR,Aguia Resources Limited,Materials
CD2,Cordish Dixon Private Equity Fund II,Financials
KRM,Kingsrose Mining,Materials
NOU,Noumi Limited,Consumer Staples
RCM,Rapid Critical Metals Limited,Materials
PC2,PC Gold Ltd,Materials
AVM,Advance Metals Limited,Materials
FUN,Fortuna Metals Limited,Materials
RLF,RLF AgTech Ltd,Materials
BBC,BNK Banking Corporation Limited,Financials
HE8,Helios Energy Limited,Energy
SEQ,Sequoia Financial Group Ltd,Financials
AGN,Argenica Therapeutics Limited,Health Care
NFM,New Frontier Minerals Limited,Materials
XF1,Xref Limited,Information Technology
CC9,Chariot Corporation Ltd,Materials
AXN,Alliance Nickel Limited,Materials
HYT,HyTerra Ltd,Energy
D3E,D3 Energy Limited,Energy
BTN,Butn Limited,Financials
SWP,Swoop Holdings Limited,Communication Services
AMS,Atomos Limited,Consumer Discretionary
BDX,BCAL Diagnostics Limited,Health Care
CXU,Cauldron Energy Limited,Energy
GWR,GWR Group Limited,Materials
ARV,Artemis Resources Limited,Materials
QMAX,BetaShares NASDAQ 100 Yield Maximiser Fund (Managed Fund),Unclassified
SLS,Solstice Minerals Limited,Materials
MCP,McPherson's Limited,Consumer Staples
3DP,Pointerra Limited,Information Technology
ASV,Asset Vision Co Limited,Information Technology
PH2,Pure Hydrogen Corporation Limited,Energy
AUST,BetaShares Managed Risk Australian Share Fund (managed fund),Unclassified
VBC,Verbrec Limited,Industrials
CMX,ChemX Materials Limited,Materials
CCX,City Chic Collective Limited,Consumer Discretionary
LMS,Litchfield Minerals Limited,Unclassified
DTZ,Dotz Nano Limited,Information Technology
OEC,Orbital Corporation Limited,Industrials
ECT,Environmental Clean Technologies Limited,Industrials
CIW,Clime Investment Management Limited,Financials
MFD,Mayfield Childcare Limited,Consumer Discretionary
SNG,Siren Gold Limited,Materials
VRC,Volt Resources Limited,Materials
KME,Kip McGrath Education Centres Limited,Consumer Discretionary
CCG,Comms Group Limited,Communication Services
SHO,Sportshero Limited,Communication Services
GTI,Gratifii Limited,Information Technology
I88,Infini Resources Limited,Materials
RLT,Renergen Limited,Energy
LDR,Lode Resources Ltd,Materials
WIN,WIN Metals Ltd,Materials
GNM,Great Northern Minerals Limited,Materials
EMC,Everest Metals Corporation Ltd,Materials
BMR,Ballymore Resources Limited,Materials
DEL,Delorean Corporation Limited,Utilities
SSO,SPDR S&P/ASX Small Ordinaries Fund,Unclassified
NCC,NAOS Emerging Opportunities Company Limited,Financials
MAG,Magmatic Resources Limited,Materials
ODY,Odyssey Gold Limited,Materials
BLG,BluGlass Limited,Information Technology
HVY,Heavy Minerals Limited,Materials
ZGL,Zicom Group Limited,Industrials
WEMG,SPDR S&P Emerging Markets Carbon Control Fund,Unclassified
ASH,Ashley Services Group Limited,Industrials
STG,Straker Limited,Industrials
ADG,Adelong Gold Limited,Materials
VIG,Victor Group Holdings Limited,Information Technology
NAC,NAOS Ex-50 Opportunities Company Limited,Financials
CFLO,Betashares Global Cash Flow Kings ETF,Unclassified
CST,Castile Resources Limited,Materials
GMVW,VanEck Geared Australian Equal Weight Fund (Hedge Fund),Unclassified
FBM,Future Battery Minerals Limited,Materials
M4M,Macro Metals Limited,Materials
EQX,Equatorial Resources Limited,Materials
KLR,Kaili Resources Limited,Materials
TI1,Tombador Iron Limited,Materials
SUH,Southern Hemisphere Mining Limited,Materials
AUZ,Australian Mines Limited,Materials
CCE,Carnegie Clean Energy Limited,Utilities
AUDS,BetaShares Strong Australian Dollar Fund (hedge fund),Unclassified
TKM,Trek Metals Limited,Materials
GRV,Greenvale Energy Limited,Energy
OCN,Oceana Lithium Limited,Materials
SOR,Strategic Elements Ltd,Financials
AEV,Avenira Limited,Materials
ARI,Arika Resources Limited,Materials
CRR,Critical Resources Limited,Materials
CDO,Cadence Opportunities Fund Limited,Financials
HAW,Hawthorn Resources Limited,Materials
VMT,VMoto Limited,Consumer Discretionary
QML,Qmines Limited,Materials
QETH,Betashares Ethereum ETF,Unclassified
MVOL,iShares Edge MSCI Australia Minimum Volatility ETF,Unclassified
RHY,Rhythm Biosciences Limited,Health Care
S66,Star Combo Pharma,Consumer Staples
WMG,Western Mines Group Ltd,Materials
KCC,Kincora Copper Limited,Materials
IDA,Indiana Resources Limited,Materials
AUQ,Alara Resources Limited,Materials
GSN,Great Southern Mining Limited,Materials
AMN,Agrimin Limited,Materials
TCO,Transmetro Corporation Limited,Consumer Discretionary
CVR,Cavalier Resources Limited,Materials
MQWS,Macquarie Walter Scott Global Equity Active ETF (Managed Fund),Unclassified
GUE,Global Uranium And Enrichment Ltd,Materials
IPT,Impact Minerals Limited,Materials
GA8,Goldarc Resources Limited,Materials
ABX,ABx Group Limited,Materials
KAL,Kalgoorlie Gold Mining Limited,Materials
QBTC,Betashares Bitcoin ETF,Unclassified
HIO,Hawsons Iron Limited,Materials
SFM,Santa Fe Minerals Ltd,Materials
EIGA,eInvest Income Generator Fund (Managed Fund),Unclassified
NIM,Nimy Resources Limited,Materials
EVR,EV Resources Limited,Materials
PNN,Power Minerals Limited,Materials
OVT,Ovanti Limited,Communication Services
CLU,Cluey Ltd,Consumer Discretionary
EAT,Entertainment Rewards Ltd,Communication Services
ILT,Iltani Resources Limited,Materials
BM8,Battery Age Minerals Limited,Materials
HCT,Holista Colltech Limited,Consumer Staples
SRT,Strata Investment Holdings Plc,Materials
IAM,Income Asset Management Group Limited,Financials
LCE,London City Equities Limited,Financials
DTI,DTI Group,Information Technology
US10,Betashares U.S. Treasury Bond 7-10 Year Currency Hedged ETF,Unclassified
NOX,Noxopharm Limited,Health Care
AHF,Australian Dairy Nutritionals Limited,Consumer Staples
GAP,Gale Pacific Limited,Consumer Discretionary
FBR,FBR Limited,Industrials
AMX,Aerometrex Limited,Industrials
EPX,EPX Limited,Information Technology
EVZ,EVZ Limited,Industrials
HCL,HighCom Limited,Industrials
HMX,Hammer Metals Limited,Materials
FME,Future Metals NL,Materials
IDT,IDT Australia Limited,Health Care
PGD,Peregrine Gold Limited,Materials
MRC,Mineral Commodities Ltd,Materials
OLL,OpenLearning Limited,Information Technology
VMC,Venus Metals Corporation Limited,Materials
GC1,Glennon Small Companies Limited,Financials
AAU,Antilles Gold Limited,Materials
ATV,ActivePort Group Limited,Information Technology
RMY,RMA Global Limited,Communication Services
LM1,Leeuwin Metals Ltd,Materials
LSR,Lodestar Minerals Limited,Materials
AAM,AuMEGA Metals Ltd,Materials
OSL,Oncosil Medical Ltd,Health Care
TMB,Tambourah Metals Ltd,Materials
SRJ,SRJ Technologies Group plc,Energy
LIT,Livium Ltd,Industrials
CAV,Carnavale Resources Ltd,Materials
WAK,WA Kaolin Limited,Materials
AINF,Global X Artificial Intelligence Infrastructure ETF,Unclassified
G1C,Group One Capital Limited,Real Estate
BDM,Burgundy Diamond Mines Limited,Materials
MVL,Marvel Gold Limited,Materials
CHL,Camplify Holdings Limited,Industrials
S3GO,Firetrail S3 Global Opportunities Fund (Managed Fund),Unclassified
OEL,Otto Energy Limited,Energy
TMK,TMK Energy Limited,Energy
RRR,Revolver Resources Holdings Ltd,Materials
ZAG,Zuleika Gold Limited,Materials
ODE,Odessa Minerals Limited,Materials
HFR,Highfield Resources Limited,Materials
BEZ,Besra Gold Inc,Materials
RMX,Red Mountain Mining Limited,Materials
FAU,First Au Limited,Materials
TG6,TG Metals Limited,Materials
TSL,Titanium Sands Limited,Materials
BNL,Blue Star Helium Limited,Energy
KRR,King River Resources Limited,Materials
TOU,Tlou Energy Limited,Energy
NUC,Nuchev Limited,Consumer Staples
LEG,Legend Mining Limited,Materials
DKM,Duketon Mining Limited,Materials
ASP,Aspermont Limited,Communication Services
RHT,Resonance Health Limited,Health Care
TAL,Talius Group Limited,Information Technology
88E,88 Energy Limited,Energy
PVL,Powerhouse Ventures Limited,Financials
HOR,Horseshoe Metals Limited,Materials
VDIF,Vanguard Diversified Income ETF,Unclassified
FTI,Fortifai Ltd,Communication Services
CLG,Close the Loop Limited,Industrials
FCT,Firstwave Cloud Technology Limited,Information Technology
1GOV,VanEck 1-5 Year Australian Government Bond ETF,Unclassified
RMI,Resource Minerals International Ltd,Materials
SGA,Sarytogan Graphite Limited,Materials
AZ9,Asian Battery Metals Plc,Materials
STH,StepChange Holdings Limited,Information Technology
MGU,Magnum Mining & Exploration Limited,Materials
CXZ,Connexion Mobility Ltd,Information Technology
QYLD,Global X Nasdaq 100 Covered Call ETF,Unclassified
MOV,MOVE Logistics Group Limited,Industrials
FRB,Firebird Metals Limited,Materials
A3D,Aurora Labs Limited,Industrials
TIA,Tian An Australia Limited,Real Estate
MFOA,Milford Australian Absolute Growth Fund Quoted Class (Hedge Fund),Unclassified
AVE,Avecho Biotechnology Limited,Health Care
MLS,Metals Australia Limited,Materials
ACP,Audalia Resources Limited,Materials
AT1,Atomo Diagnostics Limited,Health Care
USHY,Global X USD High Yield Bond ETF (Currency Hedged),Unclassified
KAM,K2 Asset Management Holdings Ltd,Financials
ECP,ECP Emerging Growth Limited,Financials
CMD,Cassius Mining Limited,Materials
CCM,Cadoux Limited,Materials
PVT,Pivotal Metals Limited,Materials
ENL,Enlitic Inc,Health Care
ROC,RocketBoots Limited,Information Technology
TR2,Tali Resources Ltd,Materials
G11,G11 Resources Limited,Materials
IMC,Immuron Limited,Health Care
IBAL,iShares Balanced ESG ETF,Unclassified
AVA,Ava Risk Group Limited,Information Technology
TLM,Talisman Mining Limited,Materials
TNY,Tinybeans Group Limited,Communication Services
RDN,Raiden Resources Limited,Materials
CPN,Caspin Resources Limited,Materials
MEG,Megado Minerals Limited,Materials
ORD,Ordell Minerals Limited,Unclassified
LML,Lincoln Minerals Limited,Materials
4DS,4DS Memory Limited,Information Technology
TRP,Tissue Repair Ltd,Health Care
ICI,iCandy Interactive Limited,Communication Services
MPX,Mustera Property Group Limited,Real Estate
GEN,Genmin Limited,Materials
HTG,Harvest Technology Group Limited,Information Technology
T3D,333D Limited,Industrials
JCS,JCurve Solutions Limited,Information Technology
ADV,Ardiden Limited,Materials
EDE,Eden Innovations Ltd,Energy
LPE,Locality Planning Energy Holdings Limited,Utilities
AMU,American Uranium Limited,Materials
TRI,TrivarX Limited,Health Care
UNT,Unith Ltd,Communication Services
HHR,Hartshead Resources NL,Energy
ICL,Iceni Gold Limited,Materials
MQYM,Macquarie Global Yield Maximiser Active ETF,Unclassified
AAP,Australian Agricultural Projects Limited,Consumer Staples
IGRO,iShares High Growth ESG ETF,Unclassified
MIO,Macarthur Minerals Limited,Materials
CQT,Conneqt Health Limited,Health Care
EAX,Energy Action Limited,Industrials
VBX,VBX Limited,Materials
EME,Energy Metals Limited,Energy
W2V,Way 2 VAT Ltd,Information Technology
AGH,Althea Group Holdings Limited,Health Care
BPP,Babylon Pump & Power Limited,Industrials
SPQ,Superior Resources Limited,Materials
BTC,BTC health Limited,Financials
LU7,Lithium Universe Limited,Materials
DGR,DGR Global Limited,Materials
JAV,Javelin Minerals Limited,Materials
ADX,ADX Energy Limited,Energy
AZI,Altamin Limited,Materials
NOV,Novatti Group Limited,Information Technology
EXT,Excite Technology Services Limited,Information Technology
ZNO,Zoono Group Limited,Materials
FOS,FOS Capital Limited,Industrials
EV8,Everlast Minerals Ltd,Materials
PRX,Prodigy Gold NL,Materials
LSA,Lachlan Star Limited,Materials
FZR,Fitzroy River Corporation Ltd,Energy
FMR,FMR Resources Limited,Communication Services
AHN,Athena Resources Limited,Materials
PGM,Platina Resources Limited,Materials
BRU,Buru Energy Limited,Energy
NHE,Noble Helium Limited,Energy
LIB,Liberty Metals Ltd,Materials
EQIN,Investors Mutual Equity Income Fund - Complex ETF,Unclassified
NTI,Neurotech International Limited,Health Care
G200,Betashares Wealth Builder Australia 200 Geared (30-40% LVR) Complex ETF,Unclassified
H100,Betashares FTSE 100 Currency Hedged ETF,Unclassified
1AE,Aurora Energy Metals Limited,Materials
BRX,Belararox Limited,Materials
RRE,Right Resources Limited,Unclassified
AMD,Arrow Minerals Limited,Materials
PGO,Pacgold Limited,Materials
VR8,Vanadium Resources Limited,Materials
LOC,Locate Technologies Limited,Information Technology
CD1,Cordish Dixon Private Equity Fund I,Financials
IS3,I Synergy Group Limited,Information Technology
ADEF,Apostle Dundas Global Equity Fund,Unclassified
LPM,Lithium Plus Minerals Ltd,Materials
DXN,DXN Limited,Information Technology
CYB,AUCyber Limited,Information Technology
BTE,Botala Energy Ltd,Energy
NC6,Nanollose Limited,Health Care
SPN,Sparc Technologies Limited,Materials
GUL,Gullewa Limited,Materials
AVD,AVADA Group Limited,Industrials
ACU,Acumentis Group Limited,Real Estate
VMS,Venari Minerals NL,Materials
PSL,Paterson Resources Limited,Materials
CAZ,Cazaly Resources Limited,Materials
RPM,RPM Automotive Group Limited,Consumer Discretionary
AMO,Ambertech Limited,Information Technology
NC1,NiCo Resources Limited,Materials
AKA,Aureka Limited,Materials
HTM,High-Tech Metals Limited,Materials
EMB,Embelton Limited,Industrials
AKG,Academies Australasia Group Limited,Consumer Discretionary
QNDQ,Betashares Nasdaq 100 Equal Weight ETF,Unclassified
MDR,MedAdvisor Limited,Health Care
INV,InvestSMART Group Limited,Financials
ROG,Red Sky Energy Limited,Energy
FRE,Firebrick Pharma Limited,Health Care
CR1,Constellation Resources Limited,Materials
MXO,Motio Limited,Communication Services
JNS,Janus Electric Holdings Limited,Utilities
LNU,Linius Technologies Limited,Information Technology
AD1,AdNeo Limited,Information Technology
BDG,Black Dragon Gold Corp.,Materials
WLD,Wellard Limited,Consumer Staples
ALFA,VanEck Australian Long Short Complex ETF,Unclassified
AUR,Auris Minerals Limited,Materials
HMG,Hamelin Gold Limited,Materials
LAM,Laramide Resources Ltd,Energy
IGN,Ignite Limited,Industrials
ADY,Admiralty Resources NL,Materials
SNM,Sentinel Metals Limited,Unclassified
CND,Condor Energy Limited,Energy
RKT,RocketDNA Limited,Information Technology
VPR,Volt Group Limited,Utilities
GLA,Gladiator Resources Ltd,Materials
MHK,Metal Hawk Limited,Materials
CMG,Critical Minerals Group Limited,Materials
CF1,Complii Fintech Solutions Ltd,Information Technology
VSR,Voltaic Strategic Resources Ltd,Materials
TRM,Truscott Mining Corporation,Materials
BUGG,Global X Cybersecurity ETF,Unclassified
ATS,Australis Oil & Gas Ltd,Energy
ORP,Orpheus Uranium Limited,Materials
SSH,SSH Group Ltd,Industrials
1AI,Algorae Pharmaceuticals Limited,Health Care
IG6,International Graphite Limited,Industrials
TIO,Temas Resources Corp.,Unclassified
1MC,Morella Corporation Limited,Materials
IME,ImExHS Limited,Health Care
TYX,Tyranna Resources Limited,Materials
BLU,Blue Energy Limited,Energy
RCL,ReadCloud Limited,Information Technology
MAN,Mandrake Resources Limited,Materials
NVO,Novo Resources Corp,Materials
GDM,Great Divide Mining Ltd,Materials
NXN,Nexsen Limited,Health Care
ALM,Alma Metals Limited,Energy
BMM,Bayan Mining and Minerals Limited,Materials
GT1,Green Technology Metals Limited,Materials
BMG,BMG Resources Limited,Materials
SRR,Sarama Resources Limited,Materials
SKM,Skylark Minerals Limited,Materials
IVG,Invert Graphite Limited,Materials
OD6,OD6 Metals Limited,Materials
RVT,Richmond Vanadium Technology Limited,Materials
GIVE,Perpetual ESG Australian Share Fund (Managed Fund),Unclassified
OZM,OzAurum Resources Limited,Materials
FG1,Flynn Gold Limited,Materials
SPX,Spenda Limited,Information Technology
RGL,Riversgold Limited,Materials
AKO,Akora Resources Limited,Materials
EVG,Evion Group NL,Materials
KOB,Koba Resources Limited,Materials
NGX,NGX Limited,Materials
MHC,Manhattan Corporation Limited,Materials
CP8,Canadian Phosphate Limited,Materials
NFL,Norfolk Metals Limited,Materials
1CG,One Click Group Limited,Industrials
JAT,Jatcorp Limited,Consumer Discretionary
AEI,Aeris Environmental Ltd,Industrials
X2M,X2M Connect Limited,Information Technology
KM1,Kali Metals Limited,Materials
SCN,Scorpion Minerals Limited,Materials
MRR,Minrex Resources Limited,Materials
SP8,StreamPlay Studio Limited,Communication Services
ENX,Enegex Limited,Materials
FHS,Freehill Mining Limited,Materials
DYM,Dynamic Metals Limited,Materials
SOP,Synertec Corporation Limited,Industrials
GG1,Green & Gold Minerals Limited,Materials
ITM,iTech Minerals Ltd,Materials
EQN,Equinox Resources Limited,Materials
DAL,Dalaroo Metals Ltd,Materials
KLV,Klevo Rewards Limited,Industrials
AOH,Assetora Limited,Financials
BNR,Bulletin Resources Limited,Materials
WOA,Wide Open Agriculture Ltd,Consumer Staples
IUSG,iShares U.S. Treasury Bond (AUD Hedged) ETF,Unclassified
PRO,Prophecy International,Information Technology
MRQ,MRG Metals Limited,Materials
RIL,Redivium Limited,Materials
UWC,Underwood Capital Limited,Financials
RIIF,Resolution Capital Global Listed Infrastructure Fund  Active ETF,Unclassified
GIB,Gibb River Diamonds Limited,Materials
CBL,Control Bionics Limited,Health Care
SW1,Swift Networks Group Limited,Communication Services
SMM,Somerset Minerals Limited,Materials
TMX,Terrain Minerals Limited,Materials
NWM,Norwest Minerals Limited,Materials
ODA,Orcoda Limited,Information Technology
PAB,Patrys Limited,Health Care
NAE,New Age Exploration Limited,Energy
NES,Nelson Resources Limited,Materials
UYLD,Global X S&P 500 Covered Call ETF,Unclassified
ADD,Adavale Resources Limited,Materials
NSM,North Stawell Minerals Limited,Materials
OMX,Orange Minerals NL,Materials
JNDQ,Betashares Nasdaq Next Gen 100 ETF,Unclassified
PR2,Piche Resources Limited,Unclassified
PV1,Provaris Energy Ltd,Energy
GMN,Gold Mountain Limited,Materials
PLN,Pioneer Lithium Limited,Materials
BTM,Breakthrough Mineral Limited,Materials
VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund),Unclassified
TRU,Truscreen Group Limited,Health Care
ENV,Enova Mining Limited,Materials
KTA,Krakatoa Resources Limited,Materials
TON,Triton Minerals Limited,Materials
RMBS,VanEck Australian RMBS ETF,Unclassified
EGY,Energy Technologies,Industrials
FL1,First Lithium Limited,Materials
THB,Thunderbird Resources Limited,Materials
HPR,High Peak Royalties Limited,Energy
DRIV,BetaShares Electric Vehicles and Future Mobility ETF,Unclassified
TZL,TZ Limited,Information Technology
AJL,AJ Lucas Group,Industrials
REZ,Resources & Energy Group Limited,Materials
AFL,AF Legal Group Ltd,Industrials
SVY,Stavely Minerals Limited,Materials
RAG,Ragnar Metals Limited,Materials
WNX,Wellnex Life Limited,Consumer Staples
CCO,The Calmer Co International Limited,Consumer Staples
SRK,Strike Resources Limited,Materials
GED,Golden Deeps Limited,Materials
BEO,Beonic Limited,Information Technology
RAU,Resouro Strategic Metals Inc.,Materials
5GG,Pentanet Limited,Communication Services
EMU,Emu NL,Materials
SFG,Seafarms Group Limited,Consumer Staples
IND,Industrial Minerals Ltd,Materials
JPHQ,JPMorgan US 100Q Equity Premium Income Active ETF (Managed Fund) (Hedged),Unclassified
ALY,Alchemy Resources Limited,Materials
RC1,Redcastle Resources Limited,Materials
LNQ,Linq Minerals Limited,Materials
CMO,Cosmo Metals Limited,Materials
KSM,K2 Australian Small Cap Fund (Hedge Fund),Unclassified
NAG,Nagambie Resources Limited,Materials
NET,NetLinkz Limited,Information Technology
30BB,Betashares 2030 Fixed Term Corporate Bond Active ETF,Unclassified
PIM,Pinnacle Minerals Limited,Materials
WEC,White Energy Company Limited,Energy
GRIN,VanEck India Growth Leaders ETF,Unclassified
CORE,Schroder Global Core Fund - Active ETF,Unclassified
RWD,Reward Minerals Limited,Materials
AU1,The Agency Group Australia,Real Estate
MGL,Magontec Limited,Materials
CMB,Cambium Bio Limited,Health Care
GW1,Greenwing Resources Ltd,Materials
AJX,Alexium International Group Limited,Materials
SLA,Solara Minerals Ltd,Materials
MGT,Magnetite Mines Limited,Materials
AUG,Augustus Minerals Limited,Materials
BSN,Basin Energy Limited,Energy
HAL,Halo Technologies Holdings Limited,Financials
EG1,Evergreen Lithium Limited,Materials
BPH,BPH Energy Limited,Financials
GWTH,VanEck MSCI International Growth ETF,Unclassified
ICR,Intelicare Holdings Limited,Health Care
CHM,Chimeric Therapeutics Limited,Health Care
FFG,Fatfish Group Limited,Financials
HWK,Hawk Resources Limited,Materials
PGY,Pilot Energy Limited,Energy
IBX,Imagion Biosystems Limited,Health Care
THR,Thor Energy Plc,Materials
RNV,Renerve Limited,Unclassified
SP3,Spectur Limited,Information Technology
AUV,Auravelle Metals Limited,Materials
GAS,State Gas Limited,Energy
TGH,Terragen Holdings Limited,Materials
BAS,Bass Oil Limited,Energy
XRA,Xenora Minerals Limited,Materials
DTM,Dart Mining NL,Materials
BPM,BPM Minerals Limited,Materials
GRL,Godolphin Resources Limited,Materials
PFE,Pantera Lithium Limited,Materials
ERL,Empire Resources Limited,Materials
ECS,ECS Botanics Holdings Ltd,Health Care
CDT,Castle Minerals Limited,Materials
BUX,Buxton Resources Limited,Materials
N1H,N1 Holdings Limited,Financials
PNM,Pacific Nickel Mines Limited,Materials
TG1,TechGen Metals Limited,Materials
SRN,Surefire Resources NL,Materials
PIL,Peppermint Innovation Limited,Information Technology
SMS,Star Minerals Limited,Materials
HJZP,Hejaz Property Fund (Managed Fund),Unclassified
GLE,GLG Corp Ltd,Consumer Discretionary
PUR,Pursuit Minerals Limited,Materials
5EA,"5E Advanced Materials, Inc",Materials
TEM,Tempest Minerals Limited,Materials
NRX,Noronex Limited,Materials
ALB,Albion Resources Limited,Materials
WSI,Weststar Industrial Limited,Materials
TEE,Top End Energy Limited,Energy
CTN,Catalina Resources Ltd,Materials
KBC,Keybridge Capital Limited,Financials
COY,Coppermoly Limited,Materials
AA2,Ariana Resources plc,Materials
14D,1414 Degrees Limited,Industrials
RR1,Reach Resources Limited,Materials
WHK,WhiteHawk Limited,Information Technology
KNG,Kingsland Minerals Ltd,Materials
SPA,Spacetalk Limited,Information Technology
VKA,Viking Mines Limited,Materials
